ply_file_path,feature_vector_path,type,reference_model,level
/workspace/datasets/or150PStanford_data5/raw_model_126/noise3/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_126/noise3/level5.npy,IN,raw_model_126,5
/workspace/datasets/or150PStanford_data5/raw_model_126/noise4/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_126/noise4/level1.npy,EN,raw_model_126,1
/workspace/datasets/or150PStanford_data5/raw_model_126/noise4/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_126/noise4/level2.npy,EN,raw_model_126,2
/workspace/datasets/or150PStanford_data5/raw_model_126/noise4/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_126/noise4/level3.npy,EN,raw_model_126,3
/workspace/datasets/or150PStanford_data5/raw_model_126/noise4/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_126/noise4/level4.npy,EN,raw_model_126,4
/workspace/datasets/or150PStanford_data5/raw_model_126/noise4/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_126/noise4/level5.npy,EN,raw_model_126,5
/workspace/datasets/or150PStanford/raw_model_19.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/raw_model_19_GT.npy,GT,raw_model_19,0
/workspace/datasets/or150PStanford_data5/raw_model_19/noise1/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise1/level1.npy,GN,raw_model_19,1
/workspace/datasets/or150PStanford_data5/raw_model_19/noise1/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise1/level2.npy,GN,raw_model_19,2
/workspace/datasets/or150PStanford_data5/raw_model_19/noise1/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise1/level3.npy,GN,raw_model_19,3
/workspace/datasets/or150PStanford_data5/raw_model_19/noise1/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise1/level4.npy,GN,raw_model_19,4
/workspace/datasets/or150PStanford_data5/raw_model_19/noise1/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise1/level5.npy,GN,raw_model_19,5
/workspace/datasets/or150PStanford_data5/raw_model_19/noise2/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise2/level1.npy,UN,raw_model_19,1
/workspace/datasets/or150PStanford_data5/raw_model_19/noise2/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise2/level2.npy,UN,raw_model_19,2
/workspace/datasets/or150PStanford_data5/raw_model_19/noise2/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise2/level3.npy,UN,raw_model_19,3
/workspace/datasets/or150PStanford_data5/raw_model_19/noise2/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise2/level4.npy,UN,raw_model_19,4
/workspace/datasets/or150PStanford_data5/raw_model_19/noise2/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise2/level5.npy,UN,raw_model_19,5
/workspace/datasets/or150PStanford_data5/raw_model_19/noise3/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise3/level1.npy,IN,raw_model_19,1
/workspace/datasets/or150PStanford_data5/raw_model_19/noise3/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise3/level2.npy,IN,raw_model_19,2
/workspace/datasets/or150PStanford_data5/raw_model_19/noise3/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise3/level3.npy,IN,raw_model_19,3
/workspace/datasets/or150PStanford_data5/raw_model_19/noise3/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise3/level4.npy,IN,raw_model_19,4
/workspace/datasets/or150PStanford_data5/raw_model_19/noise3/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise3/level5.npy,IN,raw_model_19,5
/workspace/datasets/or150PStanford_data5/raw_model_19/noise4/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise4/level1.npy,EN,raw_model_19,1
/workspace/datasets/or150PStanford_data5/raw_model_19/noise4/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise4/level2.npy,EN,raw_model_19,2
/workspace/datasets/or150PStanford_data5/raw_model_19/noise4/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise4/level3.npy,EN,raw_model_19,3
/workspace/datasets/or150PStanford_data5/raw_model_19/noise4/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise4/level4.npy,EN,raw_model_19,4
/workspace/datasets/or150PStanford_data5/raw_model_19/noise4/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_19/noise4/level5.npy,EN,raw_model_19,5
/workspace/datasets/or150PStanford/raw_model_141.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/raw_model_141_GT.npy,GT,raw_model_141,0
/workspace/datasets/or150PStanford_data5/raw_model_141/noise1/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise1/level1.npy,GN,raw_model_141,1
/workspace/datasets/or150PStanford_data5/raw_model_141/noise1/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise1/level2.npy,GN,raw_model_141,2
/workspace/datasets/or150PStanford_data5/raw_model_141/noise1/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise1/level3.npy,GN,raw_model_141,3
/workspace/datasets/or150PStanford_data5/raw_model_141/noise1/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise1/level4.npy,GN,raw_model_141,4
/workspace/datasets/or150PStanford_data5/raw_model_141/noise1/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise1/level5.npy,GN,raw_model_141,5
/workspace/datasets/or150PStanford_data5/raw_model_141/noise2/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise2/level1.npy,UN,raw_model_141,1
/workspace/datasets/or150PStanford_data5/raw_model_141/noise2/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise2/level2.npy,UN,raw_model_141,2
/workspace/datasets/or150PStanford_data5/raw_model_141/noise2/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise2/level3.npy,UN,raw_model_141,3
/workspace/datasets/or150PStanford_data5/raw_model_141/noise2/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise2/level4.npy,UN,raw_model_141,4
/workspace/datasets/or150PStanford_data5/raw_model_141/noise2/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise2/level5.npy,UN,raw_model_141,5
/workspace/datasets/or150PStanford_data5/raw_model_141/noise3/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise3/level1.npy,IN,raw_model_141,1
/workspace/datasets/or150PStanford_data5/raw_model_141/noise3/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise3/level2.npy,IN,raw_model_141,2
/workspace/datasets/or150PStanford_data5/raw_model_141/noise3/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise3/level3.npy,IN,raw_model_141,3
/workspace/datasets/or150PStanford_data5/raw_model_141/noise3/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise3/level4.npy,IN,raw_model_141,4
/workspace/datasets/or150PStanford_data5/raw_model_141/noise3/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise3/level5.npy,IN,raw_model_141,5
/workspace/datasets/or150PStanford_data5/raw_model_141/noise4/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise4/level1.npy,EN,raw_model_141,1
/workspace/datasets/or150PStanford_data5/raw_model_141/noise4/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise4/level2.npy,EN,raw_model_141,2
/workspace/datasets/or150PStanford_data5/raw_model_141/noise4/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise4/level3.npy,EN,raw_model_141,3
/workspace/datasets/or150PStanford_data5/raw_model_141/noise4/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise4/level4.npy,EN,raw_model_141,4
/workspace/datasets/or150PStanford_data5/raw_model_141/noise4/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_141/noise4/level5.npy,EN,raw_model_141,5
/workspace/datasets/or150PStanford/raw_model_131.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/raw_model_131_GT.npy,GT,raw_model_131,0
/workspace/datasets/or150PStanford_data5/raw_model_131/noise1/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise1/level1.npy,GN,raw_model_131,1
/workspace/datasets/or150PStanford_data5/raw_model_131/noise1/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise1/level2.npy,GN,raw_model_131,2
/workspace/datasets/or150PStanford_data5/raw_model_131/noise1/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise1/level3.npy,GN,raw_model_131,3
/workspace/datasets/or150PStanford_data5/raw_model_131/noise1/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise1/level4.npy,GN,raw_model_131,4
/workspace/datasets/or150PStanford_data5/raw_model_131/noise1/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise1/level5.npy,GN,raw_model_131,5
/workspace/datasets/or150PStanford_data5/raw_model_131/noise2/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise2/level1.npy,UN,raw_model_131,1
/workspace/datasets/or150PStanford_data5/raw_model_131/noise2/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise2/level2.npy,UN,raw_model_131,2
/workspace/datasets/or150PStanford_data5/raw_model_131/noise2/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise2/level3.npy,UN,raw_model_131,3
/workspace/datasets/or150PStanford_data5/raw_model_131/noise2/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise2/level4.npy,UN,raw_model_131,4
/workspace/datasets/or150PStanford_data5/raw_model_131/noise2/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise2/level5.npy,UN,raw_model_131,5
/workspace/datasets/or150PStanford_data5/raw_model_131/noise3/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise3/level1.npy,IN,raw_model_131,1
/workspace/datasets/or150PStanford_data5/raw_model_131/noise3/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise3/level2.npy,IN,raw_model_131,2
/workspace/datasets/or150PStanford_data5/raw_model_131/noise3/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise3/level3.npy,IN,raw_model_131,3
/workspace/datasets/or150PStanford_data5/raw_model_131/noise3/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise3/level4.npy,IN,raw_model_131,4
/workspace/datasets/or150PStanford_data5/raw_model_131/noise3/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise3/level5.npy,IN,raw_model_131,5
/workspace/datasets/or150PStanford_data5/raw_model_131/noise4/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise4/level1.npy,EN,raw_model_131,1
/workspace/datasets/or150PStanford_data5/raw_model_131/noise4/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise4/level2.npy,EN,raw_model_131,2
/workspace/datasets/or150PStanford_data5/raw_model_131/noise4/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise4/level3.npy,EN,raw_model_131,3
/workspace/datasets/or150PStanford_data5/raw_model_131/noise4/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise4/level4.npy,EN,raw_model_131,4
/workspace/datasets/or150PStanford_data5/raw_model_131/noise4/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_131/noise4/level5.npy,EN,raw_model_131,5
/workspace/datasets/or150PStanford/raw_model_18.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/raw_model_18_GT.npy,GT,raw_model_18,0
/workspace/datasets/or150PStanford_data5/raw_model_18/noise1/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise1/level1.npy,GN,raw_model_18,1
/workspace/datasets/or150PStanford_data5/raw_model_18/noise1/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise1/level2.npy,GN,raw_model_18,2
/workspace/datasets/or150PStanford_data5/raw_model_18/noise1/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise1/level3.npy,GN,raw_model_18,3
/workspace/datasets/or150PStanford_data5/raw_model_18/noise1/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise1/level4.npy,GN,raw_model_18,4
/workspace/datasets/or150PStanford_data5/raw_model_18/noise1/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise1/level5.npy,GN,raw_model_18,5
/workspace/datasets/or150PStanford_data5/raw_model_18/noise2/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise2/level1.npy,UN,raw_model_18,1
/workspace/datasets/or150PStanford_data5/raw_model_18/noise2/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise2/level2.npy,UN,raw_model_18,2
/workspace/datasets/or150PStanford_data5/raw_model_18/noise2/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise2/level3.npy,UN,raw_model_18,3
/workspace/datasets/or150PStanford_data5/raw_model_18/noise2/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise2/level4.npy,UN,raw_model_18,4
/workspace/datasets/or150PStanford_data5/raw_model_18/noise2/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise2/level5.npy,UN,raw_model_18,5
/workspace/datasets/or150PStanford_data5/raw_model_18/noise3/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise3/level1.npy,IN,raw_model_18,1
/workspace/datasets/or150PStanford_data5/raw_model_18/noise3/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise3/level2.npy,IN,raw_model_18,2
/workspace/datasets/or150PStanford_data5/raw_model_18/noise3/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise3/level3.npy,IN,raw_model_18,3
/workspace/datasets/or150PStanford_data5/raw_model_18/noise3/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise3/level4.npy,IN,raw_model_18,4
/workspace/datasets/or150PStanford_data5/raw_model_18/noise3/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise3/level5.npy,IN,raw_model_18,5
/workspace/datasets/or150PStanford_data5/raw_model_18/noise4/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise4/level1.npy,EN,raw_model_18,1
/workspace/datasets/or150PStanford_data5/raw_model_18/noise4/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise4/level2.npy,EN,raw_model_18,2
/workspace/datasets/or150PStanford_data5/raw_model_18/noise4/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise4/level3.npy,EN,raw_model_18,3
/workspace/datasets/or150PStanford_data5/raw_model_18/noise4/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise4/level4.npy,EN,raw_model_18,4
/workspace/datasets/or150PStanford_data5/raw_model_18/noise4/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_18/noise4/level5.npy,EN,raw_model_18,5
/workspace/datasets/or150PStanford/raw_model_13.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/raw_model_13_GT.npy,GT,raw_model_13,0
/workspace/datasets/or150PStanford_data5/raw_model_13/noise1/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise1/level1.npy,GN,raw_model_13,1
/workspace/datasets/or150PStanford_data5/raw_model_13/noise1/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise1/level2.npy,GN,raw_model_13,2
/workspace/datasets/or150PStanford_data5/raw_model_13/noise1/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise1/level3.npy,GN,raw_model_13,3
/workspace/datasets/or150PStanford_data5/raw_model_13/noise1/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise1/level4.npy,GN,raw_model_13,4
/workspace/datasets/or150PStanford_data5/raw_model_13/noise1/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise1/level5.npy,GN,raw_model_13,5
/workspace/datasets/or150PStanford_data5/raw_model_13/noise2/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise2/level1.npy,UN,raw_model_13,1
/workspace/datasets/or150PStanford_data5/raw_model_13/noise2/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise2/level2.npy,UN,raw_model_13,2
/workspace/datasets/or150PStanford_data5/raw_model_13/noise2/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise2/level3.npy,UN,raw_model_13,3
/workspace/datasets/or150PStanford_data5/raw_model_13/noise2/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise2/level4.npy,UN,raw_model_13,4
/workspace/datasets/or150PStanford_data5/raw_model_13/noise2/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise2/level5.npy,UN,raw_model_13,5
/workspace/datasets/or150PStanford_data5/raw_model_13/noise3/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise3/level1.npy,IN,raw_model_13,1
/workspace/datasets/or150PStanford_data5/raw_model_13/noise3/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise3/level2.npy,IN,raw_model_13,2
/workspace/datasets/or150PStanford_data5/raw_model_13/noise3/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise3/level3.npy,IN,raw_model_13,3
/workspace/datasets/or150PStanford_data5/raw_model_13/noise3/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise3/level4.npy,IN,raw_model_13,4
/workspace/datasets/or150PStanford_data5/raw_model_13/noise3/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise3/level5.npy,IN,raw_model_13,5
/workspace/datasets/or150PStanford_data5/raw_model_13/noise4/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise4/level1.npy,EN,raw_model_13,1
/workspace/datasets/or150PStanford_data5/raw_model_13/noise4/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise4/level2.npy,EN,raw_model_13,2
/workspace/datasets/or150PStanford_data5/raw_model_13/noise4/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise4/level3.npy,EN,raw_model_13,3
/workspace/datasets/or150PStanford_data5/raw_model_13/noise4/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise4/level4.npy,EN,raw_model_13,4
/workspace/datasets/or150PStanford_data5/raw_model_13/noise4/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_13/noise4/level5.npy,EN,raw_model_13,5
/workspace/datasets/or150PStanford/raw_model_91.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_91/raw_model_91_GT.npy,GT,raw_model_91,0
/workspace/datasets/or150PStanford_data5/raw_model_91/noise1/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_91/noise1/level1.npy,GN,raw_model_91,1
/workspace/datasets/or150PStanford_data5/raw_model_91/noise1/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_91/noise1/level2.npy,GN,raw_model_91,2
/workspace/datasets/or150PStanford_data5/raw_model_91/noise1/level3.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_91/noise1/level3.npy,GN,raw_model_91,3
/workspace/datasets/or150PStanford_data5/raw_model_91/noise1/level4.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_91/noise1/level4.npy,GN,raw_model_91,4
/workspace/datasets/or150PStanford_data5/raw_model_91/noise1/level5.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_91/noise1/level5.npy,GN,raw_model_91,5
/workspace/datasets/or150PStanford_data5/raw_model_91/noise2/level1.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_91/noise2/level1.npy,UN,raw_model_91,1
/workspace/datasets/or150PStanford_data5/raw_model_91/noise2/level2.ply,/workspace/datasets/or150PStanford_data5_feature_vector/raw_model_91/noise2/level2.npy,UN,raw_model_91,2
