path,mos
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_86\gaussian_noise\level5.pth,0.7831
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_36\gaussian_noise\level7.pth,0.66178
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_124\gridAverage_downsample\level3.pth,0.96505
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_118\random_downsample\level8.pth,0.81498
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_69\gridAverage_downsample\level6.pth,0.93065
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_43\index_noise\level9.pth,0.654
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_55\index_noise\level7.pth,0.73985
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_52\gaussian_noise\level9.pth,0.60601
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_127\index_noise\raw_model_127.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_113\gaussian_noise\level9.pth,0.63012
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_139\uniform_noise\level10.pth,0.36024
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_93\index_noise\level5.pth,0.81447
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_6\uniform_noise\level5.pth,0.37336
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_16\OctreeCom\level4.pth,0.92671
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_102\gridAverage_downsample\level10.pth,0.9373
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_92\impulse_noise\level1.pth,0.78343
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_110\index_noise\raw_model_110.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_40\gridAverage_downsample\level9.pth,0.95984
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_35\index_noise\level10.pth,0.65006
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_128\impulse_noise\level3.pth,0.67391
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_77\random_downsample\level8.pth,0.96046
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_44\gridAverage_downsample\level10.pth,0.95506
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_31\uniform_noise\level5.pth,0.36888
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_39\uniform_noise\level6.pth,0.37823
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_143\gaussian_noise\raw_model_143.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_142\index_noise\level1.pth,0.90219
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_29\gaussian_noise\level3.pth,0.87299
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_26\random_downsample\raw_model_26.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_50\index_noise\level7.pth,0.73956
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_98\gaussian_noise\level8.pth,0.5517
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_79\index_noise\level3.pth,0.88904
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_92\impulse_noise\level10.pth,0.71806
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_93\impulse_noise\level6.pth,0.68874
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_130\gridAverage_downsample\level8.pth,0.96461
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_41\uniform_noise\level3.pth,0.40461
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_122\index_noise\raw_model_122.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_38\impulse_noise\level8.pth,0.76337
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_115\index_noise\level9.pth,0.62525
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_63\impulse_noise\level5.pth,0.74238
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_2\OctreeCom\level8.pth,0.82485
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_0\gaussian_noise\level7.pth,0.64394
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_141\index_noise\level8.pth,0.62816
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_33\index_noise\level9.pth,0.65297
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_144\impulse_noise\level8.pth,0.66495
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_141\gaussian_noise\level3.pth,0.82371
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_14\uniform_noise\level4.pth,0.37679
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_83\OctreeCom\level3.pth,0.84694
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_44\OctreeCom\level9.pth,0.83115
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_58\uniform_noise\level8.pth,0.3725
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_132\index_noise\level9.pth,0.67683
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_127\gaussian_noise\level1.pth,0.92655
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_13\random_downsample\level5.pth,0.96665
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_146\random_downsample\level5.pth,0.96018
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_84\gaussian_noise\level4.pth,0.84417
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_28\index_noise\level7.pth,0.71375
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_27\OctreeCom\level6.pth,0.8883
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_55\index_noise\level6.pth,0.77491
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_46\impulse_noise\level10.pth,0.7927
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_120\random_downsample\level2.pth,0.95741
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_106\uniform_noise\level7.pth,0.37479
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_129\gaussian_noise\level2.pth,0.91639
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_89\index_noise\level5.pth,0.81225
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_55\gaussian_noise\level5.pth,0.78782
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_11\OctreeCom\level7.pth,0.7916
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_135\random_downsample\level1.pth,0.96455
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_144\uniform_noise\level9.pth,0.38377
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_92\uniform_noise\level4.pth,0.41088
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_139\random_downsample\level10.pth,0.59229
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_71\uniform_noise\level1.pth,0.61978
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_105\OctreeCom\level5.pth,0.78133
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_12\gridAverage_downsample\level4.pth,0.96156
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_13\gaussian_noise\level6.pth,0.69063
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_83\impulse_noise\level1.pth,0.80475
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_89\gaussian_noise\raw_model_89.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_88\impulse_noise\level9.pth,0.73558
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_127\index_noise\level10.pth,0.50045
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_94\gaussian_noise\level7.pth,0.65827
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_95\index_noise\level3.pth,0.87813
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_67\index_noise\raw_model_67.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_60\random_downsample\level1.pth,0.98407
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_143\index_noise\level5.pth,0.82813
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_94\gridAverage_downsample\level9.pth,0.93456
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_70\gaussian_noise\level7.pth,0.65618
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_56\impulse_noise\level5.pth,0.77898
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_107\random_downsample\level3.pth,0.97894
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_98\random_downsample\level7.pth,0.74117
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_56\uniform_noise\level1.pth,0.58966
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_130\gaussian_noise\raw_model_130.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_118\impulse_noise\level4.pth,0.65656
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_64\impulse_noise\raw_model_64.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_20\uniform_noise\level3.pth,0.40798
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_100\gaussian_noise\level4.pth,0.72324
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_31\OctreeCom\level6.pth,0.89226
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_149\uniform_noise\level2.pth,0.5255
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_127\random_downsample\level3.pth,0.79097
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_125\random_downsample\level9.pth,0.8474
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_77\gridAverage_downsample\level4.pth,0.97767
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_87\random_downsample\level7.pth,0.97196
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_27\impulse_noise\level9.pth,0.80485
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_144\random_downsample\level10.pth,0.97521
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_30\random_downsample\level6.pth,0.94993
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_72\gridAverage_downsample\level8.pth,0.93174
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_142\gaussian_noise\level8.pth,0.56929
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_21\impulse_noise\level2.pth,0.73042
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_86\gridAverage_downsample\level2.pth,0.98607
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_66\gaussian_noise\level8.pth,0.63831
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_34\index_noise\level3.pth,0.88821
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_143\OctreeCom\level4.pth,0.76902
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_16\gridAverage_downsample\level9.pth,0.9555
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_145\OctreeCom\level8.pth,0.79336
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_110\uniform_noise\level8.pth,0.36956
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_37\OctreeCom\level10.pth,0.7974
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_139\gridAverage_downsample\level1.pth,0.89006
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_86\OctreeCom\level10.pth,0.8343
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_69\gaussian_noise\level9.pth,0.56292
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_23\gaussian_noise\level10.pth,0.55024
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_50\index_noise\level9.pth,0.66398
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_57\gridAverage_downsample\level5.pth,0.969
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_80\random_downsample\raw_model_80.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_74\uniform_noise\level1.pth,0.58918
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_36\uniform_noise\level5.pth,0.3711
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_70\index_noise\level7.pth,0.72732
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_79\gaussian_noise\level1.pth,0.95095
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_4\uniform_noise\level10.pth,0.36787
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_8\index_noise\level4.pth,0.82835
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_144\gaussian_noise\level7.pth,0.69975
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_118\OctreeCom\level8.pth,0.72784
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_129\index_noise\level5.pth,0.81917
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_42\impulse_noise\level5.pth,0.78331
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_148\gridAverage_downsample\level6.pth,0.87153
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_94\index_noise\level9.pth,0.65017
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_101\gaussian_noise\level4.pth,0.72382
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_46\random_downsample\level7.pth,0.976
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_12\uniform_noise\level1.pth,0.61735
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_73\gaussian_noise\level1.pth,0.94382
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_60\random_downsample\raw_model_60.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_105\gaussian_noise\level3.pth,0.88616
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_67\gridAverage_downsample\level8.pth,0.94605
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_27\gaussian_noise\level7.pth,0.6496
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_116\gridAverage_downsample\level3.pth,0.93349
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_105\impulse_noise\level10.pth,0.70553
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_49\gaussian_noise\level7.pth,0.65553
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_128\gaussian_noise\level4.pth,0.8445
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_46\index_noise\level4.pth,0.8633
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_99\gaussian_noise\level2.pth,0.84653
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_100\uniform_noise\level4.pth,0.39408
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_57\gaussian_noise\level3.pth,0.87565
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_3\impulse_noise\level5.pth,0.79555
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_60\index_noise\level7.pth,0.73974
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_103\index_noise\level6.pth,0.78415
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_135\gridAverage_downsample\raw_model_135.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_70\gridAverage_downsample\level4.pth,0.97026
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_85\uniform_noise\level6.pth,0.36427
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_74\gaussian_noise\level6.pth,0.69766
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_126\random_downsample\level6.pth,0.97982
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_22\gridAverage_downsample\level10.pth,0.95338
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_66\uniform_noise\level2.pth,0.47289
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_77\gridAverage_downsample\raw_model_77.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_38\random_downsample\level4.pth,0.96628
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_9\uniform_noise\level2.pth,0.45253
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_70\index_noise\level1.pth,0.95033
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_104\uniform_noise\level10.pth,0.36989
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_44\gaussian_noise\level4.pth,0.84341
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_149\impulse_noise\level9.pth,0.62013
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_100\impulse_noise\level5.pth,0.59259
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_90\random_downsample\level5.pth,0.92935
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_96\OctreeCom\raw_model_96.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_17\random_downsample\level4.pth,0.98134
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_141\index_noise\level2.pth,0.87648
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_67\gridAverage_downsample\level3.pth,0.96321
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_112\uniform_noise\raw_model_112.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_99\index_noise\level6.pth,0.70193
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_115\OctreeCom\level9.pth,0.69734
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_148\impulse_noise\level9.pth,0.60203
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_149\uniform_noise\level4.pth,0.41653
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_111\gaussian_noise\raw_model_111.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_2\gaussian_noise\level9.pth,0.5849
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_79\gaussian_noise\level10.pth,0.54654
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_129\random_downsample\level8.pth,0.94908
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_26\index_noise\level9.pth,0.65475
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_103\gaussian_noise\level3.pth,0.88597
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_138\impulse_noise\raw_model_138.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_146\OctreeCom\level8.pth,0.80333
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_134\index_noise\level4.pth,0.86556
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_60\gaussian_noise\level5.pth,0.79176
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_75\index_noise\level1.pth,0.94649
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_111\gaussian_noise\level3.pth,0.87863
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_61\random_downsample\level8.pth,0.95291
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_67\gridAverage_downsample\level7.pth,0.94868
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_141\uniform_noise\level9.pth,0.36053
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_108\index_noise\level2.pth,0.91328
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_18\gridAverage_downsample\level8.pth,0.94806
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_27\gaussian_noise\level8.pth,0.60591
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_101\impulse_noise\level4.pth,0.54851
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_72\impulse_noise\level10.pth,0.85374
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_146\impulse_noise\level4.pth,0.6933
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_29\index_noise\level5.pth,0.8067
