ply_file_path,feature_vector_path,type,reference_model,level
/workspace/datasets/or150PStanford_data5_v2/LegoLeg_100K/noise4/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/LegoLeg_100K/noise4/level2.npy,EN,LegoLeg_100K,2
/workspace/datasets/or150PStanford_data5_v2/LegoLeg_100K/noise4/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/LegoLeg_100K/noise4/level3.npy,EN,LegoLeg_100K,3
/workspace/datasets/or150PStanford_data5_v2/LegoLeg_100K/noise4/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/LegoLeg_100K/noise4/level4.npy,EN,LegoLeg_100K,4
/workspace/datasets/or150PStanford_data5_v2/LegoLeg_100K/noise4/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/LegoLeg_100K/noise4/level5.npy,EN,LegoLeg_100K,5
/workspace/datasets/or150PStanford_data5_v2/LegoLeg_100K/sd/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/LegoLeg_100K/sd/level1.npy,SD,LegoLeg_100K,1
/workspace/datasets/or150PStanford_data5_v2/LegoLeg_100K/sd/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/LegoLeg_100K/sd/level2.npy,SD,LegoLeg_100K,2
/workspace/datasets/or150PStanford_data5_v2/LegoLeg_100K/sd/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/LegoLeg_100K/sd/level3.npy,SD,LegoLeg_100K,3
/workspace/datasets/or150PStanford_data5_v2/LegoLeg_100K/sd/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/LegoLeg_100K/sd/level4.npy,SD,LegoLeg_100K,4
/workspace/datasets/or150PStanford_data5_v2/LegoLeg_100K/sd/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/LegoLeg_100K/sd/level5.npy,SD,LegoLeg_100K,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/raw_model_132.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/raw_model_132_GT.npy,GT,raw_model_132,0
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise1/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise1/level1.npy,GN,raw_model_132,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise1/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise1/level2.npy,GN,raw_model_132,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise1/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise1/level3.npy,GN,raw_model_132,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise1/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise1/level4.npy,GN,raw_model_132,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise1/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise1/level5.npy,GN,raw_model_132,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise2/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise2/level1.npy,UN,raw_model_132,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise2/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise2/level2.npy,UN,raw_model_132,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise2/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise2/level3.npy,UN,raw_model_132,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise2/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise2/level4.npy,UN,raw_model_132,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise2/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise2/level5.npy,UN,raw_model_132,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise3/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise3/level1.npy,IN,raw_model_132,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise3/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise3/level2.npy,IN,raw_model_132,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise3/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise3/level3.npy,IN,raw_model_132,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise3/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise3/level4.npy,IN,raw_model_132,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise3/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise3/level5.npy,IN,raw_model_132,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise4/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise4/level1.npy,EN,raw_model_132,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise4/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise4/level2.npy,EN,raw_model_132,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise4/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise4/level3.npy,EN,raw_model_132,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise4/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise4/level4.npy,EN,raw_model_132,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/noise4/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/noise4/level5.npy,EN,raw_model_132,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/sd/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/sd/level1.npy,SD,raw_model_132,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/sd/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/sd/level2.npy,SD,raw_model_132,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/sd/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/sd/level3.npy,SD,raw_model_132,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/sd/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/sd/level4.npy,SD,raw_model_132,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_132/sd/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_132/sd/level5.npy,SD,raw_model_132,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/raw_model_101.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/raw_model_101_GT.npy,GT,raw_model_101,0
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise1/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise1/level1.npy,GN,raw_model_101,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise1/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise1/level2.npy,GN,raw_model_101,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise1/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise1/level3.npy,GN,raw_model_101,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise1/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise1/level4.npy,GN,raw_model_101,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise1/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise1/level5.npy,GN,raw_model_101,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise2/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise2/level1.npy,UN,raw_model_101,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise2/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise2/level2.npy,UN,raw_model_101,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise2/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise2/level3.npy,UN,raw_model_101,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise2/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise2/level4.npy,UN,raw_model_101,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise2/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise2/level5.npy,UN,raw_model_101,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise3/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise3/level1.npy,IN,raw_model_101,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise3/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise3/level2.npy,IN,raw_model_101,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise3/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise3/level3.npy,IN,raw_model_101,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise3/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise3/level4.npy,IN,raw_model_101,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise3/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise3/level5.npy,IN,raw_model_101,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise4/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise4/level1.npy,EN,raw_model_101,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise4/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise4/level2.npy,EN,raw_model_101,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise4/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise4/level3.npy,EN,raw_model_101,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise4/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise4/level4.npy,EN,raw_model_101,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/noise4/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/noise4/level5.npy,EN,raw_model_101,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/sd/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/sd/level1.npy,SD,raw_model_101,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/sd/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/sd/level2.npy,SD,raw_model_101,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/sd/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/sd/level3.npy,SD,raw_model_101,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/sd/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/sd/level4.npy,SD,raw_model_101,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_101/sd/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_101/sd/level5.npy,SD,raw_model_101,5
/workspace/datasets/or150PStanford_data5_v2/block_normal/block_normal.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/block_normal_GT.npy,GT,block_normal,0
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise1/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise1/level1.npy,GN,block_normal,1
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise1/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise1/level2.npy,GN,block_normal,2
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise1/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise1/level3.npy,GN,block_normal,3
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise1/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise1/level4.npy,GN,block_normal,4
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise1/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise1/level5.npy,GN,block_normal,5
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise2/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise2/level1.npy,UN,block_normal,1
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise2/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise2/level2.npy,UN,block_normal,2
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise2/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise2/level3.npy,UN,block_normal,3
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise2/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise2/level4.npy,UN,block_normal,4
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise2/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise2/level5.npy,UN,block_normal,5
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise3/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise3/level1.npy,IN,block_normal,1
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise3/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise3/level2.npy,IN,block_normal,2
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise3/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise3/level3.npy,IN,block_normal,3
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise3/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise3/level4.npy,IN,block_normal,4
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise3/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise3/level5.npy,IN,block_normal,5
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise4/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise4/level1.npy,EN,block_normal,1
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise4/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise4/level2.npy,EN,block_normal,2
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise4/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise4/level3.npy,EN,block_normal,3
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise4/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise4/level4.npy,EN,block_normal,4
/workspace/datasets/or150PStanford_data5_v2/block_normal/noise4/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/noise4/level5.npy,EN,block_normal,5
/workspace/datasets/or150PStanford_data5_v2/block_normal/sd/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/sd/level1.npy,SD,block_normal,1
/workspace/datasets/or150PStanford_data5_v2/block_normal/sd/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/sd/level2.npy,SD,block_normal,2
/workspace/datasets/or150PStanford_data5_v2/block_normal/sd/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/sd/level3.npy,SD,block_normal,3
/workspace/datasets/or150PStanford_data5_v2/block_normal/sd/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/sd/level4.npy,SD,block_normal,4
/workspace/datasets/or150PStanford_data5_v2/block_normal/sd/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/block_normal/sd/level5.npy,SD,block_normal,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_36/raw_model_36.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_36/raw_model_36_GT.npy,GT,raw_model_36,0
/workspace/datasets/or150PStanford_data5_v2/raw_model_36/noise1/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_36/noise1/level1.npy,GN,raw_model_36,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_36/noise1/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_36/noise1/level2.npy,GN,raw_model_36,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_36/noise1/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_36/noise1/level3.npy,GN,raw_model_36,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_36/noise1/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_36/noise1/level4.npy,GN,raw_model_36,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_36/noise1/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_36/noise1/level5.npy,GN,raw_model_36,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_36/noise2/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_36/noise2/level1.npy,UN,raw_model_36,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_36/noise2/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_36/noise2/level2.npy,UN,raw_model_36,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_36/noise2/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_36/noise2/level3.npy,UN,raw_model_36,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_36/noise2/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_36/noise2/level4.npy,UN,raw_model_36,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_36/noise2/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_36/noise2/level5.npy,UN,raw_model_36,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_36/noise3/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_36/noise3/level1.npy,IN,raw_model_36,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_36/noise3/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_36/noise3/level2.npy,IN,raw_model_36,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_36/noise3/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_36/noise3/level3.npy,IN,raw_model_36,3
